Occupation	Occupation1	Gender	nIndividuals	AvgTaxableIncome	MedianTaxableIncome
1391 Commissioned Officers (Management)	139111 Air defence officer (air force); Air force - air defence officer (air force); Air force - commissioned officer - junior (air force); Air force - ground defence officer (air force); Air force - security police officer (air force); Armoured corps officer (army); Army - armoured corps officer (army); Army - artillery officer (army); Army - commissioned officer - junior (army); Army - general service officer (army); Army - infantry officer (army); Army - military police officer (army); Army - special service officer (army); Artillery officer (army); Commissioned officer - defence - junior; General service officer (army); Ground defence officer (air force); Infantry officer (army); Military police officer (army); Navy - commissioned officer - junior (navy); Navy - observer (navy); Observer (navy); Security police officer (air force); Special service officer (army)	Female	1343	80663	76335
1391 Commissioned Officers (Management)	139111 Air defence officer (air force); Air force - air defence officer (air force); Air force - commissioned officer - junior (air force); Air force - ground defence officer (air force); Air force - security police officer (air force); Armoured corps officer (army); Army - armoured corps officer (army); Army - artillery officer (army); Army - commissioned officer - junior (army); Army - general service officer (army); Army - infantry officer (army); Army - military police officer (army); Army - special service officer (army); Artillery officer (army); Commissioned officer - defence - junior; General service officer (army); Ground defence officer (air force); Infantry officer (army); Military police officer (army); Navy - commissioned officer - junior (navy); Navy - observer (navy); Observer (navy); Security police officer (air force); Special service officer (army)	Male	6232	87686	82395
1391 Commissioned Officers (Management)	139111 Air defence officer (air force); Air force - air defence officer (air force); Air force - commissioned officer - junior (air force); Air force - ground defence officer (air force); Air force - security police officer (air force); Armoured corps officer (army); Army - armoured corps officer (army); Army - artillery officer (army); Army - commissioned officer - junior (army); Army - general service officer (army); Army - infantry officer (army); Army - military police officer (army); Army - special service officer (army); Artillery officer (army); Commissioned officer - defence - junior; General service officer (army); Ground defence officer (air force); Infantry officer (army); Military police officer (army); Navy - commissioned officer - junior (navy); Navy - observer (navy); Observer (navy); Security police officer (air force); Special service officer (army)	Total	7575	86440	81105
1391 Commissioned Officers (Management)	139112 Commissioned officer - fire; Fire investigator; Fire officer - commissioned; Investigator - fire	Female	36	92792	83882
1391 Commissioned Officers (Management)	139112 Commissioned officer - fire; Fire investigator; Fire officer - commissioned; Investigator - fire	Male	582	104969	103407
1391 Commissioned Officers (Management)	139112 Commissioned officer - fire; Fire investigator; Fire officer - commissioned; Investigator - fire	Total	618	104259	102661
1391 Commissioned Officers (Management)	139113 Inspector - police; Police inspector; Police officer - commissioned; Commissioned officer - police	Female	581	92378	82895
1391 Commissioned Officers (Management)	139113 Inspector - police; Police inspector; Police officer - commissioned; Commissioned officer - police	Male	2145	115499	105562
1391 Commissioned Officers (Management)	139113 Inspector - police; Police inspector; Police officer - commissioned; Commissioned officer - police	Total	2726	110572	99864
1392 Senior Non-commissioned Defence Force Members	139211 Non-commissioned officer - defence - senior; Air force - non-commissioned officer - senior (air force); Army - non-commissioned officer - senior (army); Navy - non-commissioned officer - senior (navy)	Female	669	88667	86456
1392 Senior Non-commissioned Defence Force Members	139211 Non-commissioned officer - defence - senior; Air force - non-commissioned officer - senior (air force); Army - non-commissioned officer - senior (army); Navy - non-commissioned officer - senior (navy)	Male	5120	99032	94536
1392 Senior Non-commissioned Defence Force Members	139211 Non-commissioned officer - defence - senior; Air force - non-commissioned officer - senior (air force); Army - non-commissioned officer - senior (army); Navy - non-commissioned officer - senior (navy)	Total	5789	97834	93394
1399 Other Specialist Managers	139911 Administrator - arts; Arts administrator; Arts manager; Manager - arts	Female	2787	56481	50996
1399 Other Specialist Managers	139911 Administrator - arts; Arts administrator; Arts manager; Manager - arts	Male	934	69896	61390
1399 Other Specialist Managers	139911 Administrator - arts; Arts administrator; Arts manager; Manager - arts	Total	3721	59848	53387
1399 Other Specialist Managers	139912 Environmental manager; Manager - environmental	Female	1256	88803	79083
1399 Other Specialist Managers	139912 Environmental manager; Manager - environmental	Male	2864	107513	94109
1399 Other Specialist Managers	139912 Environmental manager; Manager - environmental	Total	4120	101809	89641
1399 Other Specialist Managers	139913 Laboratory manager; Manager - laboratory	Female	1889	66196	61632
1399 Other Specialist Managers	139913 Laboratory manager; Manager - laboratory	Male	1870	88920	83701
1399 Other Specialist Managers	139913 Laboratory manager; Manager - laboratory	Total	3759	77500	72491
1399 Other Specialist Managers	139914 Manager - quality assurance; Quality assurance manager	Female	5242	70046	63139
1399 Other Specialist Managers	139914 Manager - quality assurance; Quality assurance manager	Male	6305	92676	80564
1399 Other Specialist Managers	139914 Manager - quality assurance; Quality assurance manager	Total	11547	82403	72197
1399 Other Specialist Managers	139915 Administrator - sports; Sports administrator	Female	1742	48725	45157
1399 Other Specialist Managers	139915 Administrator - sports; Sports administrator	Male	2081	60363	55154
1399 Other Specialist Managers	139915 Administrator - sports; Sports administrator	Total	3823	55060	50205
1399 Other Specialist Managers	139999 Ambassador; Archbishop; Bishop; Correctional institution governor; Prison governor; Manager - security (non IT); Security manager (non IT)	Female	583	51434	46729
1399 Other Specialist Managers	139999 Ambassador; Archbishop; Bishop; Correctional institution governor; Prison governor; Manager - security (non IT); Security manager (non IT)	Male	1495	73043	68387
1399 Other Specialist Managers	139999 Ambassador; Archbishop; Bishop; Correctional institution governor; Prison governor; Manager - security (non IT); Security manager (non IT)	Total	2078	66980	64505
1411 Cafe and Restaurant Managers	141111 Cafe manager; Canteen manager; Caterer; Manager - cafe, restaurant or canteen; Restaurant manager	Female	29444	40506	37862
1411 Cafe and Restaurant Managers	141111 Cafe manager; Canteen manager; Caterer; Manager - cafe, restaurant or canteen; Restaurant manager	Male	21091	49793	46208
1411 Cafe and Restaurant Managers	141111 Cafe manager; Canteen manager; Caterer; Manager - cafe, restaurant or canteen; Restaurant manager	Total	50535	44382	40913
1412 Caravan Park and Camping Ground Managers	141211 Caravan park manager; Manager - caravan park	Female	1167	46098	39356
1412 Caravan Park and Camping Ground Managers	141211 Caravan park manager; Manager - caravan park	Male	1292	52331	43216
1412 Caravan Park and Camping Ground Managers	141211 Caravan park manager; Manager - caravan park	Total	2459	49373	41282
1413 Hotel and Motel Managers	141311 Hotel manager; Manager - hotel; Manager - motel; Motel manager	Female	5421	53964	49604
1413 Hotel and Motel Managers	141311 Hotel manager; Manager - hotel; Manager - motel; Motel manager	Male	7976	71355	56163
1413 Hotel and Motel Managers	141311 Hotel manager; Manager - hotel; Manager - motel; Motel manager	Total	13397	64318	53425
1414 Licensed Club Managers	141411 Club licensee; Club manager - licensed club; Manager - licensed club	Female	1102	57284	54370
1414 Licensed Club Managers	141411 Club licensee; Club manager - licensed club; Manager - licensed club	Male	2310	76123	65636
1414 Licensed Club Managers	141411 Club licensee; Club manager - licensed club; Manager - licensed club	Total	3412	70039	61268
1419 Other Accommodation and Hospitality Managers	141911 Bed and breakfast owner operator	Female	18	18483	18946
1419 Other Accommodation and Hospitality Managers	141911 Bed and breakfast owner operator	Male	22	34106	24239
1419 Other Accommodation and Hospitality Managers	141911 Bed and breakfast owner operator	Total	40	27075	20729
1419 Other Accommodation and Hospitality Managers	141912 Manager - retirement village; Retirement village manager	Female	406	58479	53593
1419 Other Accommodation and Hospitality Managers	141912 Manager - retirement village; Retirement village manager	Male	221	77260	65403
1419 Other Accommodation and Hospitality Managers	141912 Manager - retirement village; Retirement village manager	Total	627	65099	57824
1419 Other Accommodation and Hospitality Managers	141999 Hostel manager; Lodge manager; Manager - hostel; Manager - lodge	Female	519	50242	46673
1419 Other Accommodation and Hospitality Managers	141999 Hostel manager; Lodge manager; Manager - hostel; Manager - lodge	Male	470	57019	51451
1419 Other Accommodation and Hospitality Managers	141999 Hostel manager; Lodge manager; Manager - hostel; Manager - lodge	Total	989	53463	48343
1421 Retail Managers	142111 Manager - retail store; Retail store manager; Shop manager; Fast food manager; Manager - fast food; Manager - retail bakery; Retail bakery manager; Store manager	Female	51855	46159	44537
1421 Retail Managers	142111 Manager - retail store; Retail store manager; Shop manager; Fast food manager; Manager - fast food; Manager - retail bakery; Retail bakery manager; Store manager	Male	45976	60306	54647
1421 Retail Managers	142111 Manager - retail store; Retail store manager; Shop manager; Fast food manager; Manager - fast food; Manager - retail bakery; Retail bakery manager; Store manager	Total	97831	52808	48436
1421 Retail Managers	142112 Antique dealer	Female	27	43161	29119
1421 Retail Managers	142112 Antique dealer	Male	58	51098	41973
1421 Retail Managers	142112 Antique dealer	Total	85	48577	41625
1421 Retail Managers	142113 Betting agency manager; Manager - betting agency	Female	107	51796	49488
1421 Retail Managers	142113 Betting agency manager; Manager - betting agency	Male	180	104901	75182
1421 Retail Managers	142113 Betting agency manager; Manager - betting agency	Total	287	85102	63209
1421 Retail Managers	142114 Beauty salon manager; Manager - hair or beauty salon; Hair salon manager	Female	2997	42202	40965
1421 Retail Managers	142114 Beauty salon manager; Manager - hair or beauty salon; Hair salon manager	Male	524	53145	46613
1421 Retail Managers	142114 Beauty salon manager; Manager - hair or beauty salon; Hair salon manager	Total	3521	43831	41746
1421 Retail Managers	142115 Manager - post office; Post office manager	Female	901	64891	62678
1421 Retail Managers	142115 Manager - post office; Post office manager	Male	1183	74232	74737
1421 Retail Managers	142115 Manager - post office; Post office manager	Total	2084	70194	69566
1421 Retail Managers	142116 Manager - travel agency; Travel agency manager	Female	1972	61163	53068
1421 Retail Managers	142116 Manager - travel agency; Travel agency manager	Male	967	84065	63632
1421 Retail Managers	142116 Manager - travel agency; Travel agency manager	Total	2939	68698	56100
1491 Amusement, Fitness and Sports Centre Managers	149111 Amusement centre manager; Manager - amusement centre	Female	234	41360	38867
1491 Amusement, Fitness and Sports Centre Managers	149111 Amusement centre manager; Manager - amusement centre	Male	278	55146	48256
1491 Amusement, Fitness and Sports Centre Managers	149111 Amusement centre manager; Manager - amusement centre	Total	512	48845	42891
1491 Amusement, Fitness and Sports Centre Managers	149112 Fitness centre manager; Manager - fitness centre	Female	1196	46725	43629
